FID,local_authority,uprn,address,url,opening_hours,facilities,sh_date_uploaded,sh_src,sh_src_id,la_s_code
pub_lib.401,North Lanarkshire,118181188,"STEPPS LIBRARY, BLENHEIM AVENUE, STEPPS, G33 6FH",https://culturenl.co.uk/libraries/your-library/stepps-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,14,S12000050
pub_lib.402,North Ayrshire,126060332,"SALTCOATS BRANCH LIBRARY, SPRINGVALE PLACE, SALTCOATS, KA21 5LS",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon, Thurs, Fri 9-5; Tues 9-7; Weds 9.30-12.30; Sat 10-4.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Two adult book groups meet Tuesdays each month at each 7pm and Fridays each month at 11am., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access. Computer Buddy Scheme., Online reference resources e.g. Britannica Online and Scran from home using your library card number (P0000....), Homework club meets every Tuesday 3.30-4.30pm during term-time., Free access to Grid Club website. , Past Papers , Other Facilities: study areas, exhibition space; community room for hire; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,12,S12000021
pub_lib.403,City of Edinburgh,,"LEITH LIBRARY, 28-30 FERRY ROAD, EH6 4AE",,"Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm","Disabled access, Library Link on Wednesdays, Housebound service, Wheelchairs, GET ONLINE, Beginners computer class Friday mornings, Knitting group Wednesday evenings, Plans in place for installation of disabled toilet mid to late 2015.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,14,S12000036
pub_lib.404,Dundee City,,"BROUGHTY FERRY COMMUNITY LIBRARY, QUEEN STREET, BROUGHTY FERRY, DUNDEE, DD5 2HN",/broughty-ferry-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,9,S12000042
pub_lib.405,Midlothian,120013849,"LASSWADE HIGH SCHOOL, 11, ESKDALE DRIVE, BONNYRIGG, EH19 2LA",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,8,S12000019
pub_lib.406,East Lothian,138028492,"PRESTONPANS LIBRARY, WEST LOAN, PRESTON, PRESTONPANS, EH32 9NX",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,4,S12000010
pub_lib.407,Aberdeen City,,"CENTRAL LIBRARY, ROSEMOUNT VIADUCT, AB25 1GW",,,,2025-02-03,057a18af-b371-4bba-82f6-7ffb322eb390,1,S12000033
pub_lib.408,Stirling,122041633,"LIBRARY, FOUNTAIN ROAD, BRIDGE OF ALLAN, FK9 4AT",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,1,S12000030
pub_lib.409,Clackmannanshire,35009377,"ALVA LIBRARY, 153, WEST STIRLING STREET, ALVA, FK12 5EL",http://www.clacksweb.org.uk/culture/alvacap/,,,2025-02-03,752faf13-7db1-4fa5-a3d6-9a1780c54a9f,2,S12000005
pub_lib.410,Perth and Kinross,124094739,"BIRNAM LIBRARY, STATION ROAD, BIRNAM, PH8 0DS",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,13,S12000048
pub_lib.411,Highland,130169327,"LIBRARY AND COMMUNITY CENTRE, ARDNAMURCHAN HIGH SCHOOL, STRONTIAN - BELLS GROVE, STRONTIAN, PH36 4JA",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,4,S12000017
pub_lib.412,Fife,320190908,"KINCARDINE LIBRARY, 2, KEITH STREET, KINCARDINE, FK10 4ND",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,7,S12000047
pub_lib.413,East Lothian,138000741,"EAST LOTHIAN COUNCIL, GULLANE LIBRARY, EAST LINKS ROAD, GULLANE, EH31 2AF",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,1,S12000010
pub_lib.414,Scottish Borders,,"DUNS LIBRARY CONTACT CENTRE, 49 NEWTOWN STREET DUNS TD11 3AU",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/duns_library_contact_centre(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,2,S12000026
pub_lib.415,Clackmannanshire,35014257,"DUMYAT CENTRE, MAIN STREET EAST, MENSTRIE, FK11 7BL",http://www.clacksweb.org.uk/culture/menstriecap/,,,2025-02-03,752faf13-7db1-4fa5-a3d6-9a1780c54a9f,5,S12000005
pub_lib.416,Glasgow City,906700060711,"DRUMCHAPEL LIBRARY AND LEARNING CENTRE, 65, HECLA AVENUE, GLASGOW, G15 8LX",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,25,S12000049
pub_lib.417,Renfrewshire,123107649,"RENFREWSHIRE COUNCIL, MAIN BUILDING, JOHNSTONE TOWN HALL, 25, CHURCH STREET, JOHNSTONE, PA5 8FA",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,6,S12000038
pub_lib.418,Inverclyde,119001911,"INVERCLYDE COUNCIL, PORT GLASGOW LIBRARY, 12, FORE STREET, PORT GLASGOW, PA14 5EQ",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,4,S12000018
pub_lib.419,City of Edinburgh,,"OXGANGS LIBRARY, 343 OXGANGS ROAD NORTH, EH13 9LY",,Mon - Wed 10am - 8pm. Thurs & Fri 10am - 5pm. Sat 10am - 5pm,"Toilets for disabled users, Disabled access, Induction LOOP, Health in Mind info stall.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,20,S12000036
pub_lib.420,Midlothian,120032001,"LOANHEAD LIBRARY, GEORGE AVENUE, LOANHEAD, EH20 9ER",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,9,S12000019
pub_lib.421,Fife,320310205,"LEVEN LIBRARY, 14-16, DURIE STREET, LEVEN, KY8 4HE",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,12,S12000047
pub_lib.422,Scottish Borders,,"COLDSTREAM LIBRARY CONTACT CENTRE, GATEWAY CENTRE COLDSTREAM TD12 4AE",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/coldstream_library_contact_centre(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,1,S12000026
pub_lib.423,North Ayrshire,126061645,"DREGHORN LIBRARY, 21, MAIN STREET, DREGHORN, IRVINE, KA11 4AQ",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","FREE wifi Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica Online and Scran from home using your library card number (P0000....), Homework Club meets on Mondays 3.30-4.45pm during term-time., Free access to Grid Club website. , Past Papers., Other Facilities: public information screens; study area; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,16,S12000021
pub_lib.424,City of Edinburgh,,"COLINTON LIBRARY, 14 THORBURN ROAD, EH13 0BQ",,Mon & Wed: 1pm - 8pm. Tue & Fri: 10am - 5pm. Sat: 10am - 2pm,"Disabled access, Induction LOOP, Library Link, Housebound delivery service, Toilets for disabled users, Free computer access, Free access of tablet for visually impaired, Computer/ tablet & phone classes, Book groups.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,5,S12000036
pub_lib.425,Aberdeen City,,"BRIDGE OF DON LIBRARY, SCOTSTOWN ROAD, AB22 8HH",,,,2025-02-03,057a18af-b371-4bba-82f6-7ffb322eb390,7,S12000033
pub_lib.426,Aberdeenshire,151086008,"ABERDEENSHIRE COUNCIL, ELLON LIBRARY, STATION ROAD, ELLON, AB41 9AE",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/ellon-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,12,S12000034
pub_lib.427,East Dunbartonshire,,"BEARSDEN LIBRARY, 69 DRYMEN ROAD, BEARSDEN, G61 3QT",https://www.edlc.co.uk/libraries,,,2018-03-20,9598c8b1-9449-4f0a-ad70-f144ac922a73,4,S12000045
pub_lib.428,Angus,117079947,"ANGUS COUNCIL, HUNTER LIBRARY, RESTENNETH PRIORY, ACCESS FROM B9113 TO RESTENNETH MUSEUM AND LIBRARY PRIOR HOUSE AND RESTENNETH PRIORY, RESTENNETH, FORFAR, DD8 2SZ",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,4,S12000041
pub_lib.429,East Dunbartonshire,,"CRAIGHEAD LIBRARY, CRAIGHEAD ROAD, MILTON OF CAMPSIE, G66 8DL",https://www.edlc.co.uk/libraries,,,2018-03-20,9598c8b1-9449-4f0a-ad70-f144ac922a73,2,S12000045
pub_lib.430,Fife,320180219,"PITTEUCHAR LIBRARY, GLAMIS CENTRE, GLENROTHES, KY7 4RH",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,2,S12000047
pub_lib.431,East Ayrshire,127067757,"CROSSHOUSE COMMUNITY CENTRE AND AUDIOLOGY UNIT, PLAYINGFIELD ROAD, CROSSHOUSE, KA2 0JJ",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,3,S12000008
pub_lib.432,Scottish Borders,,"SELKIRK LIBRARY, ETTRICK TERRACE SELKIRK TD7 4LE",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/selkirk_library(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,12,S12000026
pub_lib.433,Glasgow City,906700178810,"IBROX LIBRARY AND LEARNING CENTRE, 1, MIDLOCK STREET, GLASGOW, G51 1SL",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,19,S12000049
pub_lib.434,Fife,320191276,"COWDENBEATH LIBRARY, 41, HIGH STREET, COWDENBEATH, KY4 9QA",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,6,S12000047
pub_lib.435,Falkirk,,"FALKIRK LIBRARY, HOPE STREET, FALKIRK, FK1 5AT",,,,2025-02-03,ea017944-4acf-44f4-b405-cbf11fc018cb,4,S12000014
pub_lib.436,South Ayrshire,141045018,"SYMINGTON BRANCH LIBRARY, 15, BREWLANDS ROAD, SYMINGTON, KA1 5QZ",,"Closed, 14:00 - 17:00, 10:00 - 12:00 & 13:00 - 16:00, Closed, Closed, 12:00 - 16:00, 13:00 - 17:00",,2019-04-12,4828d846-4688-45b0-a07a-8eb3ff3a3f91,10,S12000028
pub_lib.437,Fife,320175294,"LAING LIBRARY, 120, HIGH STREET, NEWBURGH, KY14 6DX",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,13,S12000047
pub_lib.438,West Lothian,135004775,"LANTHORN LIBRARY, THE LANTHORN, KENILWORTH RISE, DEDRIDGE, LIVINGSTON, EH54 6JJ",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,2,S12000040
pub_lib.439,Dumfries and Galloway,137029322,"DG CUSTOMER SERVICES - KIRKCUDBRIGHT, DAAR ROAD, KIRKCUDBRIGHT, DG6 4JG",https://www.dumgal.gov.uk/article/15391/DG-Customer-Services-Kirkcudbright,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,17,S12000006
pub_lib.440,East Ayrshire,127023106,"EAST AYRSHIRE COUNCIL, DRONGAN PRIMARY SCHOOL, MILLMANNOCH AVENUE, DRONGAN, KA6 7BY",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,11,S12000008
pub_lib.441,South Lanarkshire,,EAST KILBRIDE CENTRAL LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,16,S12000029
pub_lib.442,West Lothian,135041070,"ALMONDBANK CENTRE, SHIEL WALK, CRAIGSHILL, LIVINGSTON, EH54 5EH",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,1,S12000040
pub_lib.443,South Ayrshire,141052035,"GIRVAN LIBRARY, TROWEIR ROAD, GIRVAN, KA26 9HE",,"09:00 - 13:00 & 14:00 - 17:00, 09:00 - 13:00 & 14:00 - 17:00, 09:00 - 13:00 & 14:00 - 17:00, 09:00 - 13:00 & 14:00 - 17:00, Closed, 11:00 - 13:00 & 14:00 - 17:00, 09:00 - 13:00 & 14:00 - 17:00",,2019-04-12,4828d846-4688-45b0-a07a-8eb3ff3a3f91,2,S12000028
pub_lib.444,Highland,130111589,"HIGH LIFE HIGHLAND, DORNOCH LIBRARY, CARNEGIE BUILDINGS, HIGH STREET, DORNOCH, IV25 3SH",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,18,S12000017
pub_lib.445,West Lothian,135013166,"LIBRARY, CRAIGINN TERRACE, BLACKRIDGE, EH48 3SP",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,11,S12000040
pub_lib.446,North Ayrshire,126068907,"ARRAN LIBRARY, MAIN STREET, BRODICK, KA27 8DL",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Tues: 10-5, Thurs & Fri: 10-7.30, Sat: 10-1","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Adult Book group one Monday per month at 7.30pm, Free computer, Internet access and Wifi., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Free access to Grid Club website. , Past Papers , Other Facilities: public information screens; study area; community room for hire; exhibition space; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,14,S12000021
pub_lib.447,City of Edinburgh,,"BALGREEN LIBRARY, 173 BALGREEN ROAD, EH11 3AT",,Mon & Wed 1-8pm. Tues & Fri 10am - 5pm. Sat 10am-2pm,"Book group (last Wednesday of every month at 7pm), Storytime (Saturdays 11am - 11.30am)",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,2,S12000036
pub_lib.448,Clackmannanshire,35005524,"SPEIRS CENTRE, PRIMROSE PLACE, ALLOA, FK10 1AD",http://www.clacksweb.org.uk/culture/alloaspeirscentre,,,2025-02-03,752faf13-7db1-4fa5-a3d6-9a1780c54a9f,1,S12000005
pub_lib.449,Dumfries and Galloway,137013326,"DG CUSTOMER SERVICES - LOCHMABEN, TOWN HALL, HIGH STREET, LOCHMABEN, DG11 1NH",https://www.dumgal.gov.uk/article/15405/DG-Customer-Services-Lochmaben,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,6,S12000006
pub_lib.450,Dumfries and Galloway,137059470,"DG CUSTOMER SERVICES - LOCHTHORN, EDINBURGH ROAD, DUMFRIES, DG1 1UF",https://www.dumgal.gov.uk/article/15581/DG-Customer-Services-Lochthorn-Dumfries,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,10,S12000006
pub_lib.451,Scottish Borders,,"EARLSTON LIBRARY, EARLSTON HIGH SCHOOL EARLSTON TD4 6JP",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/earlston_library(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,3,S12000026
pub_lib.452,Falkirk,,"MEADOWBANK LIBRARY, 6A STEVENSON AVENUE, POLMONT, FK2 0GU",,,,2025-02-03,ea017944-4acf-44f4-b405-cbf11fc018cb,6,S12000014
pub_lib.453,South Ayrshire,141048918,"TARBOLTON BRANCH LIBRARY, 54, MONTGOMERIE STREET, TARBOLTON, KA5 5QB",,"Closed, 10:00 - 12:00 & 13:00 - 16:00, 13:00 - 16:00, Closed, Closed, 14:00 - 17:00, 14:00 - 17:00",,2019-04-12,4828d846-4688-45b0-a07a-8eb3ff3a3f91,3,S12000028
pub_lib.454,West Lothian,200004090519,"LIBRARY BUILDING, 13, LIMEFIELD ROAD, WEST CALDER, EH55 8BQ",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,15,S12000040
pub_lib.455,Dundee City,,"KIRKTON COMMUNITY LIBRARY, DERWENT AVENUE, DUNDEE, DD3 0BW",/kirkton-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,4,S12000042
pub_lib.456,West Dunbartonshire,129001327,"DUNTOCHER LIBRARY, DUNTIGLENNAN ROAD, DUNTOCHER, CLYDEBANK, G81 6HF",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,1,S12000039
pub_lib.457,Angus,117105311,"ANGUS COUNCIL, PUBLIC LIBRARY, 214, HIGH STREET, MONTROSE, DD10 8PJ",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,6,S12000041
pub_lib.458,Highland,130125751,"KNOYDART THE LIBRARY, AIROR - SCOTTAS ROAD, INVERIE, KNOYDART, PH41 4PL",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,33,S12000017
pub_lib.459,Highland,130112342,"COIGACH COMMUNITY HALL AND LIBRARY, DRUMRUNIE - BADNAGYLE - ACHILTIBUIE - POLGLASS, ACHILTIBUIE, IV26 2YG",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,1,S12000017
pub_lib.460,Aberdeen City,,"TORRY LIBRARY, VICTORIA ROAD, AB11 9NJ",,,,2025-02-03,057a18af-b371-4bba-82f6-7ffb322eb390,5,S12000033
pub_lib.461,Dundee City,,"CHARLESTON COMMUNITY LIBRARY, CRAIGOWAN ROAD, DUNDEE, DD2 4NL",/charleston-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,14,S12000042
pub_lib.462,Perth and Kinross,124092362,"COMMUNITY LIBRARY, LOCH LEVEN COMMUNITY CENTRE, MUIRS, KINROSS, KY13 8FQ",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,12,S12000048
pub_lib.463,Dumfries and Galloway,137009682,"DG CUSTOMER SERVICES - NWCC LIBRARY, ALLOWAY ROAD, DUMFRIES, DG2 9DF",https://www.dumgal.gov.uk/article/15580/DG-Customer-Services-Lochside-Dumfries,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,11,S12000006
pub_lib.464,East Lothian,138026089,"EAST LOTHIAN COUNCIL, NORTH BERWICK LIBRARY, SCHOOL ROAD, NORTH BERWICK, EH39 4JU",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,7,S12000010
pub_lib.465,West Lothian,135041080,"PUMPHERSTON AND UPHALL STATION COMMUNITY PRIMARY SCHOOL, 37, DRUMSHORELAND ROAD, PUMPHERSTON, EH53 0LF",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,5,S12000040
pub_lib.466,Glasgow City,906700179129,"POLLOKSHIELDS LIBRARY AND LEARNING CENTRE, 30, LESLIE STREET, GLASGOW, G41 2TE",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,7,S12000049
pub_lib.467,Renfrewshire,123001135,"RENFREWSHIRE COUNCIL, BISHOPTON LIBRARY, 11, GREENOCK ROAD, BISHOPTON, PA7 5JW",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,7,S12000038
pub_lib.468,City of Edinburgh,,"SOUTH QUEENSFERRY LIBRARY, 9 SHORE ROAD, SOUTH QUEENSFERRY, EH30 9RD",,"Mon & Wed 1-8pm. Tues, Thurs, Fri & Sat 10am - 5pm","Disabled access, Library Link at Kirkliston Library, Induction LOOP, Distribution of hearing aid batteries, Housebound delivery service available on request, Book group taking place monthly of the month 7pm - 8pm.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,25,S12000036
pub_lib.469,South Lanarkshire,,FORTH LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,18,S12000029
pub_lib.470,Moray,133036312,"ABERLOUR LIBRARY, 94, HIGH STREET, ABERLOUR, AB38 9QA",http://www.moray.gov.uk/moray_standard/page_39958.html,,,2025-02-03,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,1,S12000020
pub_lib.471,Dumfries and Galloway,137022242,"DG CUSTOMER SERVICES - THORNHILL, TOWNHEAD STREET, THORNHILL, DG3 5NW",https://www.dumgal.gov.uk/article/15583/DG-Customer-Services-Thornhill,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,12,S12000006
pub_lib.472,Clackmannanshire,35022689,"CIVIC CENTRE, ABERCROMBY PLACE, TULLIBODY, FK10 2RS",http://www.clacksweb.org.uk/culture/tullibodylibrary/,,,2025-02-03,752faf13-7db1-4fa5-a3d6-9a1780c54a9f,8,S12000005
pub_lib.473,North Ayrshire,126056324,"FAIRLIE LIBRARY, MAIN ROAD, FAIRLIE, KA29 0AD",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,Tues 2-7; Fri 10-2.,"WIFI, Books, CDs, DVDs, computer games and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Other Facilities: toilets., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,6,S12000021
pub_lib.474,North Ayrshire,126060061,"LARGS LIBRARY, 26, ALLANPARK STREET, LARGS, KA30 9AG",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon, Thurs, Fri 9-5; Tues 9-7; Weds 9.30-12.30; Sat 10-4.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Adult book group meets on Tuesdays at 7.30pm and Thursdays at 7pm every month., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....) , Homework club meets every Thursday 3.30-4.30pm during term-time., Free access to Grid Club website. , Past Papers , Other Facilities: public information screens; study areas, exhibition space; community room for hire; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,13,S12000021
pub_lib.475,Glasgow City,906700192138,"ELDER PARK LIBRARY AND LEARNING CENTRE, 228A, LANGLANDS ROAD, GLASGOW, G51 3TZ",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,3,S12000049
pub_lib.476,Moray,133002185,"KEITH LIBRARY, UNION STREET, KEITH, AB55 5DP",http://www.moray.gov.uk/moray_standard/page_39968.html,,,2025-02-03,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,9,S12000020
pub_lib.477,Fife,320176163,"ELIE LIBRARY, SIWARD LANE, ELIE, KY9 1AZ",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,29,S12000047
pub_lib.478,Glasgow City,906700246300,"COUPER INSTITUTE LIBRARY AND LEARNING CENTRE, 84, CLARKSTON ROAD, GLASGOW, G44 3DA",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,5,S12000049
pub_lib.479,Perth and Kinross,124098900,"COMMUNITY LIBRARY, NORTH INCH COMMUNITY CAMPUS, GOWANS TERRACE, PERTH, PH1 5BF",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,14,S12000048
pub_lib.480,Aberdeenshire,151102535,"ABERDEENSHIRE COUNCIL, NEWTONHILL LIBRARY, NEWTONHILL ROAD, NEWTONHILL, AB39 3UL",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/newtonhill-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,26,S12000034
pub_lib.481,East Lothian,138031036,"LONGNIDDRY COMMUNITY CENTRE, SETON ROAD, LONGNIDDRY, EH32 0LD",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,11,S12000010
pub_lib.482,Aberdeenshire,151089647,"ABERDEENSHIRE COUNCIL, ABERCHIRDER LIBRARY, 111, MAIN STREET, ABERCHIRDER, AB54 7TB",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/aberchirder-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,1,S12000034
pub_lib.483,Dumfries and Galloway,137039719,"COUNCIL OFFICES, 16, HIGH STREET, ANNAN, DG12 6AQ",https://www.dumgal.gov.uk/article/15390/DG-Customer-Services-Annan,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,4,S12000006
pub_lib.484,Orkney Islands,134010969,"ORKNEY LIBRARY AND ARCHIVE, 44, JUNCTION ROAD, KIRKWALL, KW15 1AG",,,,2017-11-30,29daa87b-2900-4cd4-b238-8e7b025ecf46,1,S12000023
pub_lib.485,Aberdeenshire,151086023,"ABERDEENSHIRE COUNCIL, BALMEDIE LIBRARY, EIGIE ROAD, BALMEDIE, AB23 8YF",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/balmedie-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,5,S12000034
pub_lib.486,Dumfries and Galloway,137084764,"CARETAKER, COUNTY BUILDINGS, SOUTH MAIN STREET, WIGTOWN, DG8 9JH",https://www.dumgal.gov.uk/article/15588/DG-Customer-Services-John-McNeillie-Library-Wigtown,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,20,S12000006
pub_lib.487,North Ayrshire,126038629,"IRVINE LIBRARY, 168, HIGH STREET, IRVINE, KA12 8AN",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Fri 9 -5.30; Tues, 9-7; Weds 9.30-12.30; Thurs 9-7; Sat 10-4., Sun: Closed","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access. Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Homework club meets every Monday 3.45-5pm during term-time., Free access to Grid Club website. , Past Papers , Other Facilities: study areas, exhibition space; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,1,S12000021
pub_lib.488,City of Edinburgh,,"PORTOBELLO LIBRARY, 14 ROSEFIELD AVENUE, EH15 1AU",,Mon - Wed 10am - 8pm. Thurs & Fri 10am - 5pm. Sat 10am - 5pm,"Disabled access, Libray Link, Toilets for disabled users, Housebound rounds.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,22,S12000036
pub_lib.489,Fife,320182858,"BUCKHAVEN LIBRARY, 3, COLLEGE STREET, BUCKHAVEN, KY8 1LD",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,34,S12000047
pub_lib.490,North Lanarkshire,118025419,"MOODIESBURN LIBRARY, GLENMANOR AVENUE, MOODIESBURN, G69 0DL",https://culturenl.co.uk/libraries/your-library/moodiesburn-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,3,S12000050
